original_title,budget,revenue,genres,release_year,release_month,runtime,vote_average,vote_count,popularity,top_cast,director,roi
Leatherheads,58000000,41299492,"Comedy, Romance, Drama",2008,3,114.0,5.7,130,7.739275999999999,"George Clooney, Renée Zellweger, John Krasinski",George Clooney,-0.28793979310344825
Did You Hear About the Morgans?,58000000,85280250,Comedy,2009,12,103.0,5.1,276,14.403696,"Hugh Grant, Sarah Jessica Parker, Mary Steenburgen",Marc Lawrence,0.4703491379310345
The Internship,58000000,44000000,Comedy,2013,6,119.0,6.1,1658,1.551497,"Owen Wilson, Vince Vaughn, Rose Byrne",Shawn Levy,-0.2413793103448276
Resident Evil: Afterlife,60000000,300228084,"Action, Adventure, Horror, Science Fiction",2010,9,97.0,5.8,1363,2.143764,"Milla Jovovich, Wentworth Miller, Ali Larter",Paul W.S. Anderson,4.0038014
Red Tails,58000000,50365377,"Drama, Action, Adventure, History, War",2012,1,125.0,5.9,178,12.29603,"Bryan Cranston, David Oyelowo, Cuba Gooding Jr.",Anthony Hemingway,-0.13163143103448277
The Devil's Advocate,57000000,152944660,"Drama, Horror, Mystery, Thriller",1997,10,144.0,7.2,1374,33.8473,"Keanu Reeves, Al Pacino, Charlize Theron",Taylor Hackford,1.683239649122807
That's My Boy,70000000,58058367,Comedy,2012,6,116.0,5.5,453,21.723897,"Adam Sandler, Susan Sarandon, Eva Amurri Martino",Sean Anders,-0.17059475714285716
DragonHeart,57000000,115267375,Fantasy,1996,5,103.0,6.4,535,31.791978999999998,"Dennis Quaid, David Thewlis, Pete Postlethwaite",Rob Cohen,1.022234649122807
After the Sunset,60000000,61347797,"Action, Comedy, Crime, Drama",2004,11,97.0,6.0,226,14.113066,"Pierce Brosnan, Salma Hayek, Woody Harrelson",Brett Ratner,0.022463283333333334
Ghost Rider: Spirit of Vengeance,57000000,149217355,"Action, Fantasy, Thriller",2011,12,95.0,4.7,1135,48.622278,"Nicolas Cage, Ciarán Hinds, Violante Placido",Brian Taylor,1.6178483333333333
Captain Corelli's Mandolin,57000000,62112895,"Drama, History, Romance",2001,8,131.0,5.5,145,9.061866,"Nicolas Cage, Penélope Cruz, John Hurt",John Madden,0.08969991228070176
The Pacifier,56000000,113006880,"Action, Comedy, Drama, Family, Thriller",2005,3,95.0,5.8,842,35.4763,"Vin Diesel, Lauren Graham, Faith Ford",Adam Shankman,1.01798
Walking Tall,56000000,57223890,"Adventure, Drama, Action, Thriller",2004,4,86.0,6.0,381,23.438398,"Dwayne Johnson, Johnny Knoxville, Neal McDonough",Kevin Bray,0.02185517857142857
Forrest Gump,55000000,677945399,"Comedy, Drama, Romance",1994,7,142.0,8.2,7927,138.133331,"Tom Hanks, Robin Wright, Gary Sinise",Robert Zemeckis,11.326279981818182
Alvin and the Chipmunks,60000000,361366633,"Comedy, Music, Family, Fantasy, Animation",2007,12,92.0,5.5,1177,47.336034000000005,"Jason Lee, David Cross, Cameron Richardson",Tim Hill,5.022777216666666
Meet the Parents,55000000,330444045,"Comedy, Romance",2000,10,108.0,6.6,1698,29.972240000000003,"Ben Stiller, Robert De Niro, Teri Polo",Jay Roach,5.008073545454545
Pocahontas,55000000,346079773,"Adventure, Animation, Drama, Family",1995,6,81.0,6.7,1457,47.845589000000004,"Irene Bedard, Mel Gibson, David Ogden Stiers",Mike Gabriel,5.292359509090909
Superman,55000000,300218018,"Action, Adventure, Fantasy, Science Fiction",1978,12,143.0,6.9,1022,48.507081,"Christopher Reeve, Marlon Brando, Margot Kidder",Richard Donner,4.458509418181818
The Nutty Professor,54000000,128769345,"Fantasy, Comedy, Romance, Science Fiction",1996,6,95.0,5.4,702,20.28119,"Eddie Murphy, Jada Pinkett Smith, James Coburn",Tom Shadyac,1.3846175
Hitch,70000000,368100420,"Comedy, Drama, Romance",2005,2,118.0,6.4,1665,34.576913,"Will Smith, Eva Mendes, Kevin James",Andy Tennant,4.258577428571429
American Wedding,55000000,231449203,"Comedy, Romance",2003,8,103.0,6.0,1129,36.194802,"Jason Biggs, Alyson Hannigan, Seann William Scott",Jesse Dylan,3.208167327272727
Captain Phillips,55000000,95000000,"Action, Drama, Thriller",2013,10,134.0,7.6,2454,52.786917,"Tom Hanks, Catherine Keener, Max Martini",Paul Greengrass,0.7272727272727273
Date Night,55000000,152263880,Comedy,2010,4,97.0,5.9,1122,38.061679999999996,"Tina Fey, Steve Carell, Mark Wahlberg",Shawn Levy,1.768434181818182
Casper,50000000,287928194,"Fantasy, Comedy, Family",1995,5,100.0,6.0,1019,19.830132,"Christina Ricci, Bill Pullman, Cathy Moriarty",Brad Silberling,4.75856388
The Equalizer,55000000,192330738,"Thriller, Action, Crime",2014,9,132.0,7.1,2954,79.92205899999999,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",Antoine Fuqua,2.496922509090909
Maid in Manhattan,55000000,154906693,"Comedy, Drama, Romance",2002,12,105.0,5.6,485,19.738215,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson",Wayne Wang,1.8164853272727273
Crimson Tide,53000000,157387195,"Action, Thriller, Drama",1995,5,116.0,7.0,498,20.334629,"Denzel Washington, Gene Hackman, Matt Craven",Tony Scott,1.9695697169811321
The Pursuit of Happyness,55000000,307077295,Drama,2006,12,117.0,7.7,2525,80.581367,"Will Smith, Jaden Smith, Thandie Newton",Gabriele Muccino,4.583223545454546
Flightplan,55000000,223387299,"Thriller, Drama, Mystery",2005,9,98.0,6.1,772,32.05145,"Jodie Foster, Peter Sarsgaard, Sean Bean",Robert Schwentke,3.0615872545454543
Disclosure,55000000,214015089,"Drama, Thriller, Crime, Mystery, Romance",1994,12,123.0,5.9,210,15.064058,"Michael Douglas, Demi Moore, Donald Sutherland",Barry Levinson,2.891183436363636
City of Angels,55000000,198685114,"Drama, Fantasy, Romance",1998,4,114.0,6.4,529,21.272734,"Nicolas Cage, Meg Ryan, Andre Braugher",Brad Silberling,2.612456618181818
Kill Bill: Vol. 1,30000000,180949000,"Action, Crime",2003,10,111.0,7.7,4949,79.75496600000001,"Uma Thurman, Lucy Liu, Vivica A. Fox",Quentin Tarantino,5.031633333333334
Kill Bill: Vol. 2,30000000,152159461,"Action, Crime, Thriller",2004,4,136.0,7.6,3948,50.622607,"Uma Thurman, David Carradine, Daryl Hannah",Quentin Tarantino,4.071982033333334
Tango & Cash,55000000,63408614,"Action, Adventure, Comedy",1989,12,104.0,6.1,458,22.787667000000003,"Sylvester Stallone, Kurt Russell, Teri Hatcher",Andrei Konchalovsky,0.1528838909090909
Death Becomes Her,55000000,149022650,"Fantasy, Comedy",1992,7,104.0,6.3,636,29.498303999999997,"Meryl Streep, Bruce Willis, Goldie Hawn",Robert Zemeckis,1.7095027272727272
Shanghai Noon,55000000,56932305,"Adventure, Action, Comedy, Western",2000,5,110.0,6.2,735,25.400935,"Jackie Chan, Owen Wilson, Lucy Liu",Tom Dey,0.03513281818181818
Executive Decision,55000000,121969216,"Action, Adventure, Drama, Thriller",1996,3,133.0,5.8,256,17.231675,"Kurt Russell, Steven Seagal, Halle Berry",Stuart Baird,1.2176221090909092
Mr. Popper's Penguins,55000000,187361754,"Comedy, Family",2011,6,94.0,5.7,751,32.835777,"Jim Carrey, Carla Gugino, Madeline Carroll",Mark Waters,2.4065773454545454
The Forbidden Kingdom,55000000,127906624,"Action, Adventure, Fantasy",2008,4,104.0,6.3,461,17.097041,"Jackie Chan, Jet Li, Michael Angarano",Rob Minkoff,1.325574981818182
Free Birds,55000000,110000000,"Animation, Comedy, Family",2013,10,91.0,5.7,254,14.414937,"Owen Wilson, Woody Harrelson, Amy Poehler",Jimmy Hayward,1.0
Alien³,50000000,159773545,"Science Fiction, Action, Horror",1992,5,114.0,6.2,1633,45.856409,"Sigourney Weaver, Charles S. Dutton, Charles Dance",David Fincher,2.1954709
Evita,55000000,141047179,"History, Drama, Music",1996,12,134.0,5.9,120,7.027139,"Madonna, Antonio Banderas, Jonathan Pryce",Alan Parker,1.5644941636363636
Ronin,55000000,41610884,"Action, Thriller, Crime, Adventure",1998,9,122.0,6.7,658,32.657488,"Robert De Niro, Jean Reno, Natascha McElhone",John Frankenheimer,-0.24343847272727273
The Ghost and the Darkness,50000000,75000000,Adventure,1996,10,109.0,6.4,236,12.46525,"Michael Douglas, Val Kilmer, Tom Wilkinson",Stephen Hopkins,0.5
Paddington,55000000,259207227,"Family, Comedy",2014,11,95.0,7.0,883,39.882276,"Nicole Kidman, Peter Capaldi, Ben Whishaw",Paul King,3.7128586727272728
The Watch,68000000,68267862,Comedy,2012,7,98.0,5.3,881,39.395881,"Ben Stiller, Vince Vaughn, Jonah Hill",Akiva Schaffer,0.003939147058823529
The Hunted,55000000,34234008,"Drama, Action, Thriller, Crime",2003,3,94.0,6.0,189,8.634953999999999,"Tommy Lee Jones, Benicio del Toro, Connie Nielsen",William Friedkin,-0.3775634909090909
Stuck on You,55000000,33828318,Comedy,2003,12,118.0,5.1,188,8.802525,"Matt Damon, Greg Kinnear, Eva Mendes",Bobby Farrelly,-0.38493967272727275
The Pirates! In an Adventure with Scientists!,60000000,118338361,"Animation, Adventure, Family, Comedy",2012,3,88.0,6.4,374,23.700758999999998,"Hugh Grant, Brendan Gleeson, Jeremy Piven",Peter Lord,0.9723060166666667
Changeling,55000000,113020255,"Crime, Drama, Mystery",2008,1,141.0,7.3,1131,27.509159999999998,"Angelina Jolie, Jeffrey Donovan, John Malkovich",Clint Eastwood,1.0549137272727274
Chain Reaction,50000000,60209334,"Action, Drama, Science Fiction, Thriller",1996,8,107.0,5.3,284,20.588620000000002,"Keanu Reeves, Morgan Freeman, Rachel Weisz",Andrew Davis,0.20418668
The Fan,55000000,18626419,"Drama, Mystery, Thriller",1996,8,116.0,5.7,194,4.3664879999999995,"Robert De Niro, Wesley Snipes, Ellen Barkin",Tony Scott,-0.6613378363636364
The Phantom of the Opera,70000000,154648887,"Thriller, Drama, Romance",2004,12,143.0,7.0,438,18.927463,"Gerard Butler, Emmy Rossum, Patrick Wilson",Joel Schumacher,1.2092698142857143
Elizabeth: The Golden Age,55000000,74237563,"Drama, History, Romance",2007,9,114.0,6.6,303,15.274137,"Cate Blanchett, Clive Owen, Geoffrey Rush",Shekhar Kapur,0.3497738727272727
Æon Flux,62000000,52304001,"Action, Science Fiction",2005,11,93.0,5.4,703,29.954302000000002,"Charlize Theron, Marton Csokas, Jonny Lee Miller",Karyn Kusama,-0.1563870806451613
Gods and Generals,56000000,12923936,"Drama, History, War",2003,2,214.0,6.1,48,4.362535,"Stephen Lang, Jeff Daniels, Robert Duvall",Ronald F. Maxwell,-0.7692154285714285
Turbulence,55000000,11466088,"Action, Thriller, Crime",1997,1,100.0,5.2,62,4.700024,"Ray Liotta, Lauren Holly, Brendan Gleeson",Robert Butler,-0.7915256727272727
Muppets Most Wanted,50000000,80383290,"Comedy, Adventure, Crime, Family",2014,3,112.0,6.2,316,14.808304000000001,"Ricky Gervais, Ty Burrell, Tina Fey",James Bobin,0.6076658
Thunderbirds,57000000,28283637,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",2004,7,95.0,4.2,91,9.27875,"Brady Corbet, Soren Fulton, Debora Weston",Jonathan Frakes,-0.5037958421052632
Burlesque,55000000,89519773,"Drama, Romance",2010,11,119.0,6.9,573,22.863516,"Cher, Christina Aguilera, Eric Dane",Steve Antin,0.6276322363636364
Lolita,2000000,9250000,"Drama, Romance",1962,6,153.0,7.3,395,23.962108999999998,"James Mason, Sue Lyon, Shelley Winters",Stanley Kubrick,3.625
D-Tox,55000000,6416302,"Action, Thriller",2002,1,96.0,5.3,123,12.669777999999999,"Sylvester Stallone, Courtney B. Vance, Tom Berenger",Jim Gillespie,-0.8833399636363637
Blade II,54000000,155010032,"Fantasy, Horror, Action, Thriller",2002,3,117.0,6.2,1528,67.16958699999999,"Wesley Snipes, Kris Kristofferson, Ron Perlman",Guillermo del Toro,1.870556148148148
Seven Pounds,55000000,168167691,Drama,2008,12,123.0,7.5,2039,41.472404,"Will Smith, Rosario Dawson, Sarah Jane Morris",Gabriele Muccino,2.057594381818182
Bullet to the Head,55000000,9489829,"Action, Crime, Thriller",2013,1,92.0,5.2,481,22.503935000000002,"Sylvester Stallone, Sung Kang, Sarah Shahi",Walter Hill,-0.8274576545454545
The Godfather: Part III,54000000,136766062,"Crime, Drama, Thriller",1990,12,162.0,7.1,1546,59.194915,"Al Pacino, Diane Keaton, Andy García",Francis Ford Coppola,1.5327048518518518
Elizabethtown,57000000,52034889,"Comedy, Drama, Romance",2005,10,123.0,6.1,327,22.894898,"Orlando Bloom, Kirsten Dunst, Susan Sarandon",Cameron Crowe,-0.08710721052631579
"You, Me and Dupree",54000000,130431368,"Comedy, Romance",2006,7,108.0,5.4,407,18.600367000000002,"Kate Hudson, Owen Wilson, Matt Dillon",Anthony Russo,1.4153957037037037
Superman II,54000000,190458706,"Action, Adventure, Fantasy, Science Fiction",1980,12,127.0,6.5,629,30.515175,"Gene Hackman, Christopher Reeve, Ned Beatty",Richard Lester,2.527013074074074
Gigli,54000000,7266209,Drama,2003,8,121.0,3.5,104,9.053456,"Ben Affleck, Jennifer Lopez, Justin Bartha",Martin Brest,-0.865440574074074
All the King's Men,55000000,9450897,"Drama, Thriller",2006,9,125.0,5.7,95,7.768223,"Sean Penn, Jude Law, Kate Winslet",Steven Zaillian,-0.8281655090909091
Shaft,46000000,107196498,"Action, Adventure, Crime, Thriller",2000,6,99.0,5.5,308,19.643365,"Samuel L. Jackson, Jeffrey Wright, Christian Bale",John Singleton,1.330358652173913
Anastasia,53000000,139804348,"Animation, Family",1997,11,94.0,7.4,1432,45.565917999999996,"Meg Ryan, John Cusack, Christopher Lloyd",Gary Goldman,1.6378178867924529
Moulin Rouge!,52500000,179213434,"Drama, Music, Romance",2001,3,127.0,7.4,1300,57.374341,"Nicole Kidman, Ewan McGregor, John Leguizamo",Baz Luhrmann,2.413589219047619
Domestic Disturbance,75000000,54249294,"Mystery, Thriller, Crime",2001,10,89.0,5.4,113,8.418560000000001,"John Travolta, Vince Vaughn, Teri Polo",Harold Becker,-0.27667608
Black Mass,53000000,98837872,"Crime, Drama",2015,9,122.0,6.3,1242,46.049902,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch",Scott Cooper,0.8648655094339622
Flags of Our Fathers,90000000,65900249,"War, Drama, History",2006,10,132.0,6.7,526,23.9366,"Ryan Phillippe, Adam Beach, Jesse Bradford",Clint Eastwood,-0.2677750111111111
Law Abiding Citizen,53000000,126690726,"Drama, Crime, Thriller",2009,10,109.0,7.2,1486,49.593978,"Jamie Foxx, Gerard Butler, Colm Meaney",F. Gary Gray,1.3903910566037736
Grindhouse,67000000,25037897,"Thriller, Action, Horror",2007,4,191.0,6.8,459,16.637642,"Kurt Russell, Zoë Bell, Rosario Dawson",Robert Rodriguez,-0.6263000447761194
Catch Me If You Can,52000000,352114312,"Drama, Crime",2002,12,141.0,7.7,3795,73.94404899999999,"Leonardo DiCaprio, Tom Hanks, Christopher Walken",Steven Spielberg,5.771429076923077
Zero Dark Thirty,40000000,132820716,"Thriller, Drama, History",2012,12,157.0,6.7,1702,38.306954,"Jessica Chastain, Jason Clarke, Mark Strong",Kathryn Bigelow,2.3205179
The Break-Up,52000000,204999686,"Romance, Comedy",2006,6,106.0,5.6,832,26.251216999999997,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams",Peyton Reed,2.9423016538461537
Mamma Mia!,52000000,609841637,"Comedy, Romance",2008,7,108.0,6.4,1386,30.780599,"Meryl Streep, Pierce Brosnan, Amanda Seyfried",Phyllida Lloyd,10.727723788461539
Valentine's Day,52000000,216485654,"Comedy, Romance",2010,2,125.0,5.7,1013,25.41929,"Jessica Alba, Jessica Biel, Bradley Cooper",Garry Marshall,3.163185653846154
The Dukes of Hazzard,50000000,110803676,"Action, Adventure, Comedy",2005,8,104.0,5.1,316,15.982120000000002,"Johnny Knoxville, Seann William Scott, Jessica Simpson",Jay Chandrasekhar,1.21607352
The Thin Red Line,52000000,98126565,"Drama, History, War",1998,12,170.0,7.2,771,40.072583,"Sean Penn, Adrien Brody, Jim Caviezel",Terrence Malick,0.8870493269230769
The Change-Up,52000000,75450437,Comedy,2011,8,112.0,5.9,736,32.015477000000004,"Olivia Wilde, Ryan Reynolds, Jason Bateman",David Dobkin,0.45096994230769233
Man on the Moon,82000000,47434430,"Comedy, Drama, Romance",1999,12,118.0,6.9,435,24.444186,"Jim Carrey, Courtney Love, Bob Zmuda",Miloš Forman,-0.42153134146341464
Casino,52000000,116112375,"Drama, Crime",1995,11,178.0,7.8,1307,40.06688,"Robert De Niro, Sharon Stone, Joe Pesci",Martin Scorsese,1.2329302884615385
From Paris with Love,52000000,52826594,"Action, Crime, Thriller",2010,2,92.0,6.1,675,27.916284,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak",Pierre Morel,0.01589603846153846
"Me, Myself & Irene",51000000,149270999,Comedy,2000,6,116.0,6.1,927,39.001682,"Jim Carrey, Renée Zellweger, Anthony Anderson",Bobby Farrelly,1.9268823333333334
Barnyard,51000000,72779000,"Animation, Comedy, Family",2006,8,90.0,5.3,225,10.430832,"Courteney Cox, Kevin James, Sam Elliott",Steve Oedekerk,0.4270392156862745
The Twilight Saga: New Moon,50000000,709827462,"Adventure, Fantasy, Drama, Romance",2009,3,130.0,5.6,2436,94.815867,"Kristen Stewart, Robert Pattinson, Taylor Lautner",Chris Weitz,13.19654924
Shrek,60000000,484409218,"Adventure, Animation, Comedy, Family, Fantasy",2001,5,90.0,7.3,4056,67.298732,"Mike Myers, Eddie Murphy, Cameron Diaz",Andrew Adamson,7.073486966666667
The Adjustment Bureau,50200000,127869379,"Science Fiction, Thriller, Romance",2011,3,106.0,6.5,1652,26.60772,"Matt Damon, Emily Blunt, John Slattery",George Nolfi,1.5471987848605577
Robin Hood: Prince of Thieves,48000000,390493908,Adventure,1991,6,143.0,6.6,909,28.803728999999997,"Kevin Costner, Morgan Freeman, Christian Slater",Kevin Reynolds,7.13528975
Jerry Maguire,50000000,273552592,"Comedy, Drama, Romance",1996,12,139.0,6.7,913,27.039635999999998,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Cameron Crowe,4.47105184
Ted,50000000,549368315,"Comedy, Fantasy",2012,6,106.0,6.3,4697,68.87691,"Mark Wahlberg, Mila Kunis, Seth MacFarlane",Seth MacFarlane,9.9873663
As Good as It Gets,50000000,314178011,"Comedy, Romance",1997,12,139.0,7.2,915,37.885022,"Jack Nicholson, Helen Hunt, Greg Kinnear",James L. Brooks,5.28356022
Patch Adams,50000000,202292902,"Comedy, Drama",1998,12,115.0,7.0,832,35.537397,"Robin Williams, Philip Seymour Hoffman, Bob Gunton",Tom Shadyac,3.04585804
Anchorman 2: The Legend Continues,50000000,173649015,Comedy,2013,12,119.0,6.0,923,38.125008,"Will Ferrell, Steve Carell, Paul Rudd",Adam McKay,2.4729803
Mr. Deeds,50000000,171269535,"Comedy, Romance",2002,6,96.0,5.6,644,18.121404000000002,"Adam Sandler, Winona Ryder, John Turturro",Steven Brill,2.4253907
Super 8,50000000,260095987,"Thriller, Science Fiction, Mystery",2011,6,112.0,6.6,2435,37.069253,"Joel Courtney, Elle Fanning, Riley Griffiths",J.J. Abrams,4.20191974
Erin Brockovich,52000000,256271286,Drama,2000,3,131.0,7.1,716,30.347332,"Julia Roberts, Albert Finney, Aaron Eckhart",Steven Soderbergh,3.9282939615384613
How to Lose a Guy in 10 Days,50000000,177371441,"Comedy, Romance",2003,2,116.0,6.3,850,23.854701000000002,"Kate Hudson, Matthew McConaughey, Kathryn Hahn",Donald Petrie,2.54742882
22 Jump Street,50000000,188441614,"Crime, Comedy, Action",2014,6,112.0,7.0,3319,52.380982,"Jonah Hill, Channing Tatum, Dave Franco",Phil Lord,2.76883228
Interview with the Vampire,60000000,223664608,"Horror, Romance",1994,11,123.0,7.2,1516,50.163785,"Brad Pitt, Tom Cruise, Kirsten Dunst",Neil Jordan,2.7277434666666664
Yes Man,70000000,225990978,Comedy,2008,12,104.0,6.4,1813,43.849351,"Jim Carrey, Zooey Deschanel, Rhys Darby",Peyton Reed,2.228442542857143
Central Intelligence,50000000,216972543,"Action, Comedy",2016,6,107.0,6.2,1650,45.318703,"Dwayne Johnson, Kevin Hart, Amy Ryan",Rawson Marshall Thurber,3.33945086
Daddy's Home,50000000,242786137,Comedy,2015,12,96.0,5.8,854,38.616744,"Will Ferrell, Mark Wahlberg, Linda Cardellini",Sean Anders,3.85572274
Into the Woods,50000000,212902372,"Fantasy, Comedy, Music",2014,12,125.0,5.6,1652,65.90160999999999,"Meryl Streep, Emily Blunt, James Corden",Rob Marshall,3.25804744
Inside Man,45000000,184376254,"Crime, Drama, Thriller",2006,3,129.0,7.3,1630,45.220386,"Denzel Washington, Clive Owen, Jodie Foster",Spike Lee,3.097250088888889
Payback,90000000,161626121,"Drama, Action, Thriller, Crime",1999,2,100.0,6.7,548,17.457947,"Mel Gibson, Kris Kristofferson, Gregg Henry",Brian Helgeland,0.7958457888888889
Congo,50000000,152022101,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",1995,6,109.0,5.0,213,10.755847,"Laura Linney, Dylan Walsh, Ernie Hudson",Frank Marshall,2.04044202
We Bought a Zoo,50000000,120081841,"Drama, Comedy, Family",2011,12,124.0,6.5,909,38.629763,"Matt Damon, Scarlett Johansson, Thomas Haden Church",Cameron Crowe,1.40163682
Knowing,50000000,155446362,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",2009,3,121.0,5.9,1486,32.693093,"Nicolas Cage, Rose Byrne, Chandler Canterbury",Alex Proyas,2.10892724
Failure to Launch,50000000,88715192,Comedy,2006,3,97.0,5.5,399,18.806031,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel",Tom Dey,0.77430384
The Ring Two,50000000,161451538,"Drama, Horror, Thriller",2005,3,110.0,5.4,632,32.233713,"Naomi Watts, Simon Baker, Elizabeth Perkins",Hideo Nakata,2.22903076
"Crazy, Stupid, Love.",50000000,142851197,"Comedy, Drama, Romance",2011,7,118.0,7.0,2443,37.990705,"Steve Carell, Julianne Moore, Ryan Gosling",Glenn Ficarra,1.85702394
Garfield,50000000,200804534,"Animation, Comedy, Family",2004,6,80.0,5.2,820,17.667826,"Bill Murray, Breckin Meyer, Jennifer Love Hewitt",Peter Hewitt,3.01609068
Moneyball,50000000,110206216,Drama,2011,9,133.0,7.0,1381,46.180421,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman",Bennett Miller,1.20412432
Outbreak,50000000,189859560,"Action, Drama, Science Fiction, Thriller",1995,3,127.0,6.3,513,30.397496000000004,"Dustin Hoffman, Rene Russo, Morgan Freeman",Wolfgang Petersen,2.7971912
Non-Stop,50000000,222809600,"Action, Thriller, Mystery",2014,1,106.0,6.8,2268,83.295796,"Liam Neeson, Julianne Moore, Scoot McNairy",Jaume Collet-Serra,3.456192
Race to Witch Mountain,50000000,106303988,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",2009,3,98.0,5.5,509,23.935053,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig",Andy Fickman,1.12607976
V for Vendetta,54000000,132511035,"Action, Thriller, Fantasy",2006,3,132.0,7.7,4442,84.630969,"Natalie Portman, Hugo Weaving, Stephen Rea",James McTeigue,1.4539080555555555
Shanghai Knights,50000000,88323487,"Action, Adventure, Comedy, Western",2003,2,115.0,6.0,692,16.251204,"Jackie Chan, Owen Wilson, Fann Wong",David Dobkin,0.76646974
Curious George,50000000,69834815,"Adventure, Animation, Comedy, Family",2006,2,86.0,6.2,106,9.894346,"Will Ferrell, Drew Barrymore, David Cross",Matthew O'Callaghan,0.3966963
Herbie Fully Loaded,50000000,66002004,"Comedy, Family, Adventure, Fantasy, Romance",2005,6,101.0,5.1,542,12.050755,"Lindsay Lohan, Michael Keaton, Matt Dillon",Angela Robinson,0.32004008
Don't Say a Word,50000000,100020092,Thriller,2001,9,113.0,6.0,220,11.596207000000001,"Michael Douglas, Sean Bean, Brittany Murphy",Gary Fleder,1.00040184
Hansel & Gretel: Witch Hunters,50000000,224803475,"Fantasy, Horror, Action",2013,1,88.0,5.7,3239,53.02786999999999,"Jeremy Renner, Gemma Arterton, Famke Janssen",Tommy Wirkola,3.4960695
Unfaithful,50000000,119137784,"Thriller, Drama",2002,5,124.0,6.3,276,14.382253,"Richard Gere, Diane Lane, Olivier Martinez",Adrian Lyne,1.38275568
I Am Number Four,50000000,144492830,"Action, Thriller, Science Fiction, Adventure",2011,2,109.0,5.9,1567,43.450266,"Alex Pettyfer, Timothy Olyphant, Teresa Palmer",D.J. Caruso,1.8898566
Syriana,50000000,94000000,"Drama, Thriller",2005,11,128.0,6.3,451,16.871194,"George Clooney, Matt Damon, Jeffrey Wright",Stephen Gaghan,0.88
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,"Action, Drama, History, Thriller, War",2016,1,144.0,7.0,938,42.526529,"James Badge Dale, John Krasinski, Max Martini",Michael Bay,0.3882274
The Book of Life,50000000,97437106,"Romance, Animation, Adventure, Comedy, Family, Fantasy",2014,10,95.0,7.3,755,34.890999,"Diego Luna, Channing Tatum, Zoe Saldana",Jorge R. Gutierrez,0.94874212
Firewall,45000000,82800000,Thriller,2006,2,105.0,5.6,267,18.186026000000002,"Harrison Ford, Paul Bettany, Virginia Madsen",Richard Loncraine,0.84
Absolute Power,50000000,50068310,"Crime, Drama, Thriller",1997,2,121.0,6.4,223,13.576765,"Clint Eastwood, Gene Hackman, Ed Harris",Clint Eastwood,0.0013662
G.I. Jane,50000000,48169156,"Action, Drama",1997,8,125.0,6.0,395,19.434672,"Demi Moore, Viggo Mortensen, Anne Bancroft",Ridley Scott,-0.03661688
The Game,50000000,109423648,"Drama, Thriller, Mystery",1997,9,129.0,7.5,1506,62.925175,"Michael Douglas, Sean Penn, Deborah Kara Unger",David Fincher,1.18847296
Silent Hill,50000000,97607453,"Horror, Mystery",2006,4,125.0,6.3,1067,32.927994,"Radha Mitchell, Sean Bean, Laurie Holden",Christophe Gans,0.95214906
American Reunion,50000000,234989584,Comedy,2012,4,113.0,6.1,1611,39.920035,"Jason Biggs, Alyson Hannigan, Seann William Scott",Jon Hurwitz,3.69979168
The Negotiator,50000000,44547681,"Action, Adventure, Crime, Drama, Mystery, Thriller",1998,7,140.0,6.8,582,28.725621000000004,"Samuel L. Jackson, Kevin Spacey, David Morse",F. Gary Gray,-0.10904638
Into the Storm,50000000,160602194,"Action, Thriller",2014,8,89.0,5.8,817,20.566554,"Richard Armitage, Sarah Wayne Callies, Matt Walsh",Steven Quale,2.21204388
Beverly Hills Cop III,50000000,119208989,"Action, Comedy, Crime",1994,5,104.0,5.5,434,20.333953,"Eddie Murphy, Judge Reinhold, Héctor Elizondo",John Landis,1.38417978
Gremlins 2: The New Batch,50000000,41482207,"Comedy, Horror, Fantasy",1990,6,106.0,6.2,652,33.98637,"Zach Galligan, Phoebe Cates, John Glover",Joe Dante,-0.17035586
The Judge,50000000,83719388,Drama,2014,10,141.0,7.2,1417,42.472324,"Robert Duvall, Robert Downey Jr., Vera Farmiga",David Dobkin,0.67438776
Resident Evil: Apocalypse,45000000,129394835,"Horror, Action, Science Fiction",2004,9,94.0,6.1,1267,29.880121999999997,"Milla Jovovich, Sienna Guillory, Oded Fehr",Alexander Witt,1.8754407777777777
Bridget Jones: The Edge of Reason,50000000,40203020,"Comedy, Romance",2004,11,108.0,6.1,750,28.803802,"Renée Zellweger, Hugh Grant, Colin Firth",Beeban Kidron,-0.1959396
Out of Time,50000000,55495563,"Thriller, Crime, Drama",2003,10,105.0,6.1,298,14.993459,"Denzel Washington, Eva Mendes, Sanaa Lathan",Carl Franklin,0.10991126
